station.code,lat,lon,standardised_network_provided_area_classification
Dàrsena sud,41.332889028571,2.1408072098364,
Unitat Mobil,41.3737770961323,2.18451410008966,
ZAL Prat,41.3172766511896,2.13450079021309,
